ID,Name,Category,Count,Colors (HEX),Moods,Aesthetics
ivory-realm,Ivory Realm,Procedural Organic,5,"#edd5f5ff, #bd88e3ff, #793ad0ff, #3b208bff, #120e3dff",procedural,organic
kelp-forest,Kelp Forest,Abyssal Depths,5,"#031f48ff, #082aa3ff, #1821f2ff, #8673f7ff, #ddcefcff",expressive,abyssal
kernel-khaki,Kernel Khaki,High-Tech Utility & Dev Tools,5,"#422006ff, #713f12ff, #a16207ff, #ca8a04ff, #eab308ff","minimal, dark, technical",Developer Tools
lagoon-study,Lagoon Study,Calm & Scholarly,5,"#003049ff, #457b9dff, #2a9d8fff, #f1faeeff, #e76f51ff","calm, scholarly","Education, Lagoon"
lagoon-teal,Lagoon Teal,Tropical Pulse,5,"#07440dff, #119a37ff, #24e67eff, #7bf0c6ff, #d1f9f2ff",expressive,tropical
lapis-lazuli,Lapis Lazuli,Minerals,5,"#172554ff, #1e40afff, #3b82f6ff, #93c5fdff, #eff6ffff","minerals, professional",Modern
lavender-mist,Lavender Mist,Aquatic & Polar,5,"#cdb4dbff, #ffafccff, #ffc8ddff, #bde0feff, #a2d2ffff",cool,Aquatic
leather-&-lace,Leather & Lace,Textiles,5,,"minimal, warm",Textiles
lemon-signal-scale,Lemon Signal Scale,Yellow & Interface,5,"#18140aff, #ca8a04ff, #facc15ff, #fef08aff, #fefce8ff","yellow, bright","Signal, Interface"
light-glow,Light Glow,Procedural Minimalist,5,"#deece6ff, #a1c9c0ff, #64a6a6ff, #3e636dff, #1b2730ff",procedural,minimalist
light-matrix-2,Light Matrix 2,Procedural Industrial,5,"#433208ff, #988013ff, #e3d827ff, #e8ee7cff, #f2f9d1ff",procedural,industrial
light-tide-2,Light Tide 2,Procedural Cinematic,5,"#1a4606ff, #1d9d0eff, #20eb35ff, #78f29eff, #d0fae6ff",procedural,cinematic
lilac-frost-scale,Lilac Frost Scale,Purple & Airy,5,"#1e1b4bff, #312e81ff, #4f46e5ff, #7c3aedff, #a78bfaff","purple, airy","Lilac, Frost"
liquid-edge,Liquid Edge,Procedural Sci-Fi,5,"#094314ff, #159645ff, #2ae190ff, #7eecd0ff, #d2f8f6ff",procedural,sci-fi
liquid-geometry,Liquid Geometry,Procedural Vintage,5,"#221536ff, #48317aff, #6c52b9ff, #a296d5ff, #dddaf0ff",procedural,vintage
liquid-metal,Liquid Metal,Digital,5,"#94a3b8ff, #cbd5e1ff, #e2e8f0ff, #f1f5f9ff, #f8fafcff",digital,Digital
london-fog,London Fog,Urban,5,"#1f2937ff, #374151ff, #6b7280ff, #9ca3afff, #d1d5dbff","gloomy, sophisticated",Industrial
lunar-abyss-3,Lunar Abyss 3,Procedural Industrial,5,"#f7efd3ff, #e8dd82ff, #d9d931ff, #85911aff, #35400bff",procedural,industrial
martian-soil,Martian Soil,Cosmos,5,"#450a0aff, #7f1d1dff, #b91c1cff, #ef4444ff, #fca5a5ff","cosmos, professional",Modern
midnight-abyss,Midnight Abyss,Procedural Tech,5,"#301537ff, #5f307bff, #8150bbff, #a895d5ff, #dddaf0ff",procedural,tech
midnight-breeze-2,Midnight Breeze 2,Procedural Tech,5,"#1f4c00ff, #67ab01ff, #ccfd0eff, #fcfe6dff, #fef5ccff",procedural,tech
midnight-current-3,Midnight Current 3,Procedural Atmospheric,5,"#ebe8dfff, #c7c4a4ff, #9ca269ff, #5e6a41ff, #262f1dff",procedural,atmospheric
midnight-cyberpunk,Midnight Cyberpunk,Cyberpunk & Neon,5,"#101010ff, #240c76ff, #8a2be2ff, #00bfffff, #ff007bff","dark, neon",Cyberpunk
midnight-flame,Midnight Flame,Procedural Natural,5,"#014a2eff, #03a849ff, #12f94aff, #6ffb77ff, #d3fdcdff",procedural,natural
midnight-flame-2,Midnight Flame 2,Procedural Vintage,5,"#0e4803ff, #08a31bff, #19f26fff, #74f7cdff, #cefcfaff",procedural,vintage
midnight-gaze-2,Midnight Gaze 2,Procedural Vintage,5,"#471504ff, #a10f0aff, #ef1c44ff, #f575aaff, #fbcfebff",procedural,vintage
midnight-neon,Midnight Neon,Cyberpunk & Neon,5,"#0b0114ff, #2a044aff, #00d2ffff, #f300ffff, #00ff9fff","dark, neon",Cyberpunk
midnight-rose,Midnight Rose,Floral Fantasy,5,"#3d0f38ff, #89226cff, #ce3d8bff, #e189a9ff, #f4d6dbff",expressive,floral
midnight-tide,Midnight Tide,Procedural Natural,5,"#452e06ff, #9d8e0eff, #cbea21ff, #c0f278ff, #defad0ff",procedural,natural
monochrome-magic,Monochrome Magic,Minimalist & Mono,5,"#eaeaeaff, #893168ff, #4a1942ff, #2e1c2bff, #050404ff",,Minimalist
muted-earth,Muted Earth,Nature & Elemental,5,"#6b705cff, #a5a58dff, #b7b7a4ff, #ffe8d6ff, #ddbea9ff",,Nature
muted-shift,Muted Shift,Procedural Abstract,5,"#f2ead8ff, #dbc990ff, #c3ad48ff, #81762aff, #393612ff",procedural,abstract
muted-symphony,Muted Symphony,Procedural Natural,5,"#2e2e1dff, #656843ff, #97a06bff, #bec5a5ff, #e7ebdfff",procedural,natural
muted-symphony-3,Muted Symphony 3,Procedural Cinematic,5,"#cee2fcff, #7393f7ff, #1826f3ff, #1a08a3ff, #180348ff",procedural,cinematic
mystic-echo-2,Mystic Echo 2,Procedural Urban,5,"#270a42ff, #771695ff, #df2cdfff, #eb7fd1ff, #f8d2e6ff",procedural,urban
nebula-orchid-scale,Nebula Orchid Scale,Purple & Cosmic,5,"#080012ff, #18002fff, #2f075eff, #5a189aff, #8f2fd1ff","purple, cosmic","Nebula, Orchid"
neon-dusk,Neon Dusk,Procedural Minimalist,5,"#fddccdff, #fb9c70ff, #f85b13ff, #a73704ff, #4a1801ff",procedural,minimalist
neon-dusk-2,Neon Dusk 2,Procedural Urban,5,"#410b21ff, #92192eff, #db3c30ff, #e9a281ff, #f7e7d3ff",procedural,urban
neon-neuron,Neon Neuron,Scientific Theory,5,"#073244ff, #11589aff, #2466e6ff, #7b8df0ff, #d1d1f9ff",expressive,scientific
neon-punk,Neon Punk,Cyberpunk & Neon,5,"#ff0054ff, #ff5400ff, #ffbd00ff, #e9ff70ff, #00f5d4ff",neon,Cyberpunk
neon-void-2,Neon Void 2,Procedural Atmospheric,5,"#3d2b0eff, #8a7121ff, #cfc13cff, #dde289ff, #eef5d5ff",procedural,atmospheric
nordic-fjord,Nordic Fjord,Global Landscapes,5,"#082f49ff, #0c4a6eff, #075985ff, #0369a1ff, #0284c7ff","nature, landscape",Global Landscapes
obsidian-circuit-scale,Obsidian Circuit Scale,Black & Technical,5,"#030304ff, #0a0a0fff, #12121aff, #1f2937ff, #374151ff","black, technical","Circuit, Developer"
obsidian-spark-2,Obsidian Spark 2,Procedural Industrial,5,"#1c302fff, #3f6d65ff, #65a694ff, #a2c9b9ff, #deece5ff",procedural,industrial
ocean-dusk,Ocean Dusk,Procedural Vintage,5,"#d8fcceff, #adf674ff, #a9f11aff, #91a209ff, #484004ff",procedural,vintage
ocean-gaze,Ocean Gaze,Procedural Cosmic,5,"#371530ff, #7c2f70ff, #bb4faeff, #d694d0ff, #f0daefff",procedural,cosmic
ocean-glow,Ocean Glow,Procedural Minimalist,5,"#0a4128ff, #189342ff, #2edc48ff, #85ea80ff, #dcf7d3ff",procedural,minimalist
ocean-state-2,Ocean State 2,Procedural Minimalist,5,"#0d2d3eff, #1e558dff, #376dd3ff, #8698e4ff, #d5d6f5ff",procedural,minimalist
paper-lantern,Paper Lantern,Soft & Warm,5,"#2b2d42ff, #ef233cff, #ffccd5ff, #fff1e6ff, #f4a261ff","soft, warm","Editorial, Lifestyle"
pastel-core,Pastel Core,Procedural Atmospheric,5,"#3e100eff, #8c2120ff, #d1393dff, #e3878dff, #f5d5d8ff",procedural,atmospheric
pastel-echo,Pastel Echo,Procedural Sci-Fi,5,"#27321aff, #5a703bff, #8fab60ff, #bdcc9eff, #e9edddff",procedural,sci-fi
pastel-edge,Pastel Edge,Procedural Natural,5,"#f1d9dfff, #d8929cff, #c04b50ff, #7f312cff, #381913ff",procedural,natural
pastel-whisper-3,Pastel Whisper 3,Procedural Natural,5,"#47041eff, #a10b4cff, #ef1c85ff, #f575bcff, #fbcfeaff",procedural,natural
pearl-signal-scale,Pearl Signal Scale,White & Interface,5,"#1f2937ff, #6b7280ff, #d1d5dbff, #f3f4f6ff, #ffffffff","white, bright","Signal, Interface"
phoenix-flame,Phoenix Flame,Mythic Legends,5,"#41320bff, #928619ff, #cdda31ff, #cee982ff, #e7f7d3ff",expressive,mythic
plum-circuit,Plum Circuit,Purple & Technical,5,"#090413ff, #2e1065ff, #7e22ceff, #d946efff, #ecfeffff","purple, technical","Cyber, Interface"
pop-art-punch,Pop Art Punch,Retro Gaming & Pop Culture,5,"#dc2626ff, #2563ebff, #ca8a04ff, #059669ff, #ffffffff","retro, gaming, pop-culture",Retro Gaming & Pop Culture
porcelain-circuit-scale,Porcelain Circuit Scale,White & Technical,5,"#111827ff, #475569ff, #94a3b8ff, #e5e7ebff, #ffffffff","white, technical","Circuit, Developer"
pyramid-stone,Pyramid Stone,Desert Secrets,5,"#3d2d0fff, #897922ff, #cbce3dff, #d0e189ff, #e9f4d6ff",expressive,desert
quantum-echo,Quantum Echo,Procedural Tech,5,"#063e46ff, #0e809eff, #20b2ebff, #78c6f3ff, #d0e8faff",procedural,tech
quantum-glow,Quantum Glow,Procedural Industrial,5,"#034821ff, #08a33bff, #19f248ff, #74f782ff, #cefcceff",procedural,industrial
quantum-matrix-2,Quantum Matrix 2,Procedural Abstract,5,"#e4d1f9ff, #967af0ff, #2424e7ff, #11319bff, #072444ff",procedural,abstract
quantum-state-5,Quantum State 5,Procedural Minimalist,5,"#142338ff, #2d417eff, #4c54beff, #9a93d8ff, #e0d9f1ff",procedural,minimalist
quasar-glow,Quasar Glow,Celestial Mysteries,5,"#130744ff, #45119aff, #9124e6ff, #d17bf0ff, #f6d1f9ff",expressive,celestial
radiant-canvas,Radiant Canvas,Procedural Atmospheric,5,"#3a122aff, #822968ff, #c446adff, #db8fd5ff, #f1d8f2ff",procedural,atmospheric
radiant-mist,Radiant Mist,Procedural Cinematic,5,"#332518ff, #745437ff, #b0835aff, #cfb39bff, #eee4dcff",procedural,cinematic
radiant-realm-2,Radiant Realm 2,Procedural Industrial,5,"#301c2cff, #6c3f5bff, #a56682ff, #c8a2acff, #ecdee0ff",procedural,industrial
radiant-void-2,Radiant Void 2,Procedural Vintage,5,"#323d0fff, #7a8922ff, #c3ce3dff, #e1e189ff, #f4f2d6ff",procedural,vintage
raw-concrete,Raw Concrete,Natural,5,"#1f2937ff, #374151ff, #4b5563ff, #6b7280ff, #9ca3afff",natural,Natural
ruby-ledger-scale,Ruby Ledger Scale,Red & Professional,5,"#1f0a0cff, #3b0d11ff, #7f1d1dff, #b91c1cff, #dc2626ff","red, professional","Finance, Reports"
rustic-current,Rustic Current,Procedural Industrial,5,"#193615ff, #307b32ff, #51ba63ff, #95d5a9ff, #daf0e4ff",procedural,industrial
rustic-shadow-3,Rustic Shadow 3,Procedural Urban,5,"#383e0dff, #8c7c1fff, #d39338ff, #e4a486ff, #f5d7d5ff",procedural,urban
rustic-storm-3,Rustic Storm 3,Procedural Industrial,5,"#fefdccff, #dffe6dff, #90fd0eff, #34ab00ff, #054c00ff",procedural,industrial
sapphire-ledger-scale,Sapphire Ledger Scale,Blue & Professional,5,"#0a2540ff, #12355bff, #1d4e89ff, #2563ebff, #2f80edff","blue, professional","Finance, SaaS"
sapphire-wave,Sapphire Wave,Procedural Industrial,5,"#103c20ff, #24884fff, #3fcc87ff, #8be0bdff, #d6f4eaff",procedural,industrial
serene-sage,Serene Sage,Emotional,5,"#064e3bff, #10b981ff, #6ee7b7ff, #d1fae5ff, #f0fdf4ff","peaceful, balanced",Nature
silk-sand,Silk Sand,Minimalist Portfolio & Marketing,5,"#f5f5f7ff, #e5e5e7ff, #d1d1d6ff, #aeaeb2ff, #8e8e93ff","neutral, modern, clean",Tech Minimalist
soft-pink-delight,Soft Pink Delight,Soft & Pastel,5,"#ffe5ecff, #ffc2d1ff, #ffb3c6ff, #ff8fabff, #fb6f92ff",warm,Soft
solar-circuit-scale,Solar Circuit Scale,Yellow & Technical,5,"#171104ff, #422006ff, #a16207ff, #ca8a04ff, #eab308ff","yellow, technical","Circuit, Developer"
solar-horizon,Solar Horizon,Procedural Organic,5,"#4c1300ff, #ab0001ff, #fd0d4dff, #fe6db8ff, #feccf3ff",procedural,organic
solar-realm,Solar Realm,Procedural Cinematic,5,"#293813ff, #567f2cff, #7cc04bff, #a9d892ff, #dff1d9ff",procedural,cinematic
solar-symphony,Solar Symphony,Procedural Urban,5,"#d6f4f1ff, #8ae1d6ff, #3ecdbbff, #23897bff, #0f3c36ff",procedural,urban
solar-void-2,Solar Void 2,Procedural Organic,5,"#313417ff, #757635ff, #b3ac58ff, #d1c89aff, #efeadbff",procedural,organic
stellar-oasis,Stellar Oasis,Procedural Tech,5,"#142637ff, #2e637dff, #4daabdff, #93d6d7ff, #d9f1edff",procedural,tech
stellar-spark-2,Stellar Spark 2,Procedural Atmospheric,5,"#192c33ff, #387273ff, #5caf9aff, #9cceb5ff, #dceee0ff",procedural,atmospheric
stellar-void,Stellar Void,Procedural Minimalist,5,"#d4edf6ff, #85dee5ff, #36d5c5ff, #1d8e6fff, #0d3f28ff",procedural,minimalist
stellar-wave,Stellar Wave,Procedural Atmospheric,5,"#074515ff, #109b2eff, #23e74bff, #7af190ff, #d0fad7ff",procedural,atmospheric
sulfur-vent,Sulfur Vent,Earth's Core,5,"#481803ff, #a35208ff, #f2a818ff, #f7e273ff, #fbfcceff",expressive,earth's
synth-realm,Synth Realm,Procedural Natural,5,"#0e3d3aff, #208b79ff, #3ad0aaff, #88e3c3ff, #d5f5e7ff",procedural,natural
synth-spectrum,Synth Spectrum,Procedural Abstract,5,"#12253aff, #284483ff, #4656c5ff, #928fdcff, #ded8f2ff",procedural,abstract
synth-storm-2,Synth Storm 2,Procedural Cinematic,5,"#1f0744ff, #1f119bff, #2446e7ff, #7ab0f0ff, #d1eff9ff",procedural,cinematic
synth-vibe,Synth Vibe,Procedural Abstract,5,"#080843ff, #1c1398ff, #4128e3ff, #937deeff, #dcd1f9ff",procedural,abstract
tangerine-signal-scale,Tangerine Signal Scale,Orange & Interface,5,"#231006ff, #7c2d12ff, #ea580cff, #fb923cff, #fed7aaff","orange, bright","Signal, Interface"
tropical-reef,Tropical Reef,Aquatic & Polar,5,"#0077b6ff, #0096c7ff, #00b4d8ff, #48cae4ff, #90e0efff",nature,Aquatic
tundra-moss,Tundra Moss,Arctic Echoes,5,"#163535ff, #336c78ff, #5593b6ff, #98b3d3ff, #dbe1efff",expressive,arctic
twilight-dust-3,Twilight Dust 3,Procedural Sci-Fi,5,"#f6d4ebff, #e685baff, #d6357bff, #8f1d40ff, #3f0c16ff",procedural,sci-fi
twilight-flame,Twilight Flame,Procedural Abstract,5,"#d3d8f7ff, #8192eaff, #2f51dcff, #183493ff, #0a1841ff",procedural,abstract
twilight-flame-2,Twilight Flame 2,Procedural Abstract,5,"#361518ff, #7b303cff, #ba5068ff, #d595a8ff, #f0dae2ff",procedural,abstract
twilight-storm,Twilight Storm,Procedural Vintage,5,"#0a2b41ff, #185e93ff, #2e8ddcff, #81b7eaff, #d3e5f7ff",procedural,vintage
urban-breeze,Urban Breeze,Procedural Tech,5,"#f3e0d7ff, #dca08eff, #c65945ff, #843028ff, #3a1211ff",procedural,tech
urban-gaze-3,Urban Gaze 3,Procedural Industrial,5,"#d2daf8ff, #809feaff, #2d73ddff, #175594ff, #0a2b42ff",procedural,industrial
urban-realm-3,Urban Realm 3,Procedural Natural,5,"#014a0bff, #04a748ff, #12f8b4ff, #70fbfaff, #cdf0fdff",procedural,natural
velvet-canvas,Velvet Canvas,Procedural Organic,5,"#491f02ff, #a66b05ff, #f6d514ff, #effa71ff, #effdcdff",procedural,organic
velvet-geometry-2,Velvet Geometry 2,Procedural Atmospheric,5,"#022749ff, #0529a6ff, #2514f6ff, #a471faff, #edcdfdff",procedural,atmospheric
velvet-shadow-2,Velvet Shadow 2,Procedural Minimalist,5,"#434803ff, #9ba407ff, #edf317ff, #f8f873ff, #fcfbceff",procedural,minimalist
velvet-shift-2,Velvet Shift 2,Procedural Urban,5,"#074344ff, #119b7bff, #24e68aff, #7af09bff, #d1f9d2ff",procedural,urban
vibrant-gaze,Vibrant Gaze,Procedural Abstract,5,"#f6f0d4ff, #e6d384ff, #d6b335ff, #8f731cff, #3f310cff",procedural,abstract
vibrant-oasis,Vibrant Oasis,Procedural Tech,5,"#fafeccff, #fdf66dff, #fcd20fff, #aa7701ff, #4b2b00ff",procedural,tech
vibrant-spectrum-2,Vibrant Spectrum 2,Procedural Cosmic,5,"#403d0bff, #91781aff, #d99d32ff, #e8b483ff, #f7dfd3ff",procedural,cosmic
victory-gold,Victory Gold,Athletic Edge,5,"#461905ff, #9f530cff, #eca61eff, #f4e077ff, #fafbcfff",expressive,athletic
vintage-dream,Vintage Dream,Procedural Tech,5,"#ece5deff, #c8aaa2ff, #a5666bff, #6c3f50ff, #301c29ff",procedural,tech
vintage-edge-3,Vintage Edge 3,Procedural Industrial,5,"#113a38ff, #288382ff, #45c4c6ff, #8ed9dcff, #d7f1f3ff",procedural,industrial
vintage-geometry-3,Vintage Geometry 3,Procedural Industrial,5,"#d0fad4ff, #79f1a9ff, #22e9abff, #0f9c9aff, #063345ff",procedural,industrial
vintage-glow-3,Vintage Glow 3,Procedural Minimalist,5,"#16362cff, #317a50ff, #52b962ff, #9ed496ff, #e3f0daff",procedural,minimalist
vintage-gold,Vintage Gold,Retro & Nostalgia,5,"#000000ff, #14213dff, #fca311ff, #e5e5e5ff, #ffffffff","retro, warm",Retro
vintage-mist,Vintage Mist,Procedural Organic,5,"#32191fff, #723a3dff, #ad645eff, #cda89dff, #ede3ddff",procedural,organic
vintage-mist-2,Vintage Mist 2,Procedural Atmospheric,5,"#f0e1daff, #d5b395ff, #ba8d51ff, #7b6430ff, #363015ff",procedural,atmospheric
vintage-spark,Vintage Spark,Procedural Tech,5,"#113a23ff, #27843bff, #45c644ff, #9fdd8eff, #e3f3d7ff",procedural,tech
vintage-vibe,Vintage Vibe,Retro & Nostalgia,5,"#264653ff, #2a9d8fff, #e9c46aff, #f4a261ff, #e76f51ff",retro,Retro
welder's-spark,Welder's Spark,Mechanical Pulse,5,"#2a2222ff, #5e504dff, #918279ff, #bdb6aeff, #e8e6e2ff",expressive,mechanical
wes-anderson-pastel,Wes Anderson Pastel,Cinematic,5,"#fda4afff, #fde68aff, #a7f3d0ff, #bae6fdff, #c7d2feff","soft, balanced",Wes Anderson
wonderland-tea,Wonderland Tea,Literary Journeys,5,"#31281aff, #6f643cff, #aaa761ff, #c5cb9fff, #e8edddff",expressive,literary
workflow-white,Workflow White,Enterprise SaaS,5,"#f8fafcff, #e2e8f0ff, #cbd5e1ff, #94a3b8ff, #64748bff","professional, trustworthy","Corporate, Clean"
abstract-core,Abstract Core,Procedural Minimalist,6,"#0f4a02ff, #219404ff, #35df06ff, #64f938ff, #a0fb83ff, #d9fdcdff",procedural,minimalist
abstract-current,Abstract Current,Procedural Sci-Fi,6,"#01164aff, #034b95ff, #059edfff, #38e8f9ff, #82fbedff, #cdfdedff",procedural,sci-fi
aggressive-red,Aggressive Red,Emotional,6,"#450a0aff, #7f1d1dff, #b91c1cff, #ef4444ff, #fca5a5ff, #fee2e2ff","bold, intense",High Contrast
amber-forge-array,Amber Forge Array,Orange & Industrial,6,"#1c0f05ff, #431407ff, #9a3412ff, #c2410cff, #f97316ff, #fbbf24ff","orange, industrial","Forge, Manufacturing"
arctic-night,Arctic Night,Aquatic & Polar,6,"#03045eff, #023e8aff, #0077b6ff, #0096c7ff, #00b4d8ff, #48cae4ff","cool, dark",Aquatic
arctic-noon,Arctic Noon,Seasonal & Atmospheric,6,"#082f49ff, #0c4a6eff, #075985ff, #0284c7ff, #38bdf8ff, #bae6fdff","cold, bright, arctic","Nature, Ice"
blush-signal-array,Blush Signal Array,Pink & Interface,6,"#1f0a17ff, #831843ff, #be185dff, #db2777ff, #f9a8d4ff, #fdf2f8ff","pink, bright","Signal, Interface"
canopy-shade,Canopy Shade,Tropical Pulse,6,"#07440dff, #0f8931ff, #16ce6bff, #47eaafff, #8cf2dfff, #d1f9f9ff",expressive,tropical
canyon-clay,Canyon Clay,Global Landscapes,6,"#7c2d12ff, #9a3412ff, #c2410cff, #ea580cff, #f97316ff, #fb923cff","nature, landscape",Global Landscapes
carbon-ledger-array,Carbon Ledger Array,Black & Professional,6,"#050505ff, #111111ff, #1c1c1eff, #2c2c2eff, #3a3a3cff, #636366ff","black, professional","Finance, Reports"
chemical-reaction,Chemical Reaction,Scientific Theory,6,"#073244ff, #0f4e89ff, #1655ceff, #4761eaff, #8e8cf2ff, #d9d1f9ff",expressive,scientific
circuit-logic,Circuit Logic,Mechanical Pulse,6,"#2a2222ff, #544744ff, #7e6f67ff, #a3998eff, #c5c2b8ff, #e8e7e2ff",expressive,mechanical
cobalt-circuit-array,Cobalt Circuit Array,Blue & Technical,6,"#020617ff, #0f172aff, #1e3a8aff, #1d4ed8ff, #2563ebff, #3b82f6ff","blue, technical","Circuit, Developer"
compiler-cyan,Compiler Cyan,High-Tech Utility & Dev Tools,6,"#082f49ff, #0c4a6eff, #075985ff, #0369a1ff, #0284c7ff, #0ea5e9ff","minimal, dark, technical",Developer Tools
cool-oceanic,Cool Oceanic,Aquatic & Polar,6,"#011f4bff, #03396cff, #005b96ff, #6497b1ff, #b3cde0ff, #f4f4f8ff","cool, nature",Aquatic
copper-grove,Copper Grove,Earthy & Refined,6,"#252422ff, #bc6c25ff, #606c38ff, #a3b18aff, #fefae0ff, #fff8e7ff","earthy, refined","Nature, Interior"
cosmic-bloom-2,Cosmic Bloom 2,Procedural Industrial,6,"#082b43ff, #114187ff, #1943cbff, #4952e8ff, #998df0ff, #ddd1f9ff",procedural,industrial
cosmic-dusk,Cosmic Dusk,Procedural Organic,6,"#fbefcfff, #f6f287ff, #cff140ff, #81d60eff, #378f09ff, #0b4704ff",procedural,organic
cosmic-echo,Cosmic Echo,Procedural Natural,6,"#480422ff, #900831ff, #d80c2eff, #f33e43ff, #f79286ff, #fcd9ceff",procedural,natural
cosmic-geometry-3,Cosmic Geometry 3,Procedural Tech,6,"#364c00ff, #919800ff, #e4b800ff, #fea733ff, #feaa7fff, #fed1ccff",procedural,tech
cosmic-oasis-2,Cosmic Oasis 2,Procedural Organic,6,"#e1d8f2ff, #a79ee0ff, #646bcdff, #3758aeff, #244b74ff, #122e3aff",procedural,organic
cosmic-symphony,Cosmic Symphony,Procedural Urban,6,"#efdaf0ff, #daa4cdff, #c36e95ff, #a34252ff, #6c342cff, #362316ff",procedural,urban
crimson-circuit-array,Crimson Circuit Array,Red & Technical,6,"#160607ff, #2a0a0dff, #5f0f14ff, #991b1bff, #dc2626ff, #ef4444ff","red, technical","Circuit, Developer"
crimson-symphony,Crimson Symphony,Procedural Tech,6,"#e0ddedff, #baaad3ff, #9b78b9ff, #814e97ff, #5e3464ff, #321a31ff",procedural,tech
cyber-dust-3,Cyber Dust 3,Procedural Abstract,6,"#241d2fff, #483a5eff, #6c578eff, #9280b1ff, #bbb0ceff, #e3dfebff",procedural,abstract
cyber-gaze-3,Cyber Gaze 3,Procedural Organic,6,"#1e1c30ff, #393860ff, #545790ff, #7e83b3ff, #aeb4cfff, #dee1ecff",procedural,organic
cyber-matrix,Cyber Matrix,Procedural Urban,6,"#d1d4f9ff, #8c8ef1ff, #4f47eaff, #2c17ceff, #250f89ff, #160744ff",procedural,urban
cyber-realm-2,Cyber Realm 2,Procedural Minimalist,6,"#024932ff, #059368ff, #08dca2ff, #3af7c9ff, #84fae0ff, #cdfdf4ff",procedural,minimalist
cyber-rhythm,Cyber Rhythm,Procedural Sci-Fi,6,"#3b1e11ff, #763a22ff, #b15334ff, #d07961ff, #e2a99cff, #f3dcd7ff",procedural,sci-fi
cyber-vibe,Cyber Vibe,Procedural Urban,6,"#d7f2f3ff, #9ccde1ff, #6193d0ff, #344cb0ff, #282375ff, #1e113aff",procedural,urban
cyberpunk-alley,Cyberpunk Alley,Retro Gaming & Pop Culture,6,"#020617ff, #1e1b4bff, #4c1d95ff, #701a75ff, #9333eaff, #ec4899ff","retro, gaming, pop-culture",Retro Gaming & Pop Culture
dark-echo-2,Dark Echo 2,Procedural Industrial,6,"#1e1833ff, #3a3167ff, #524a9aff, #7775bcff, #a9aad5ff, #dcdeeeff",procedural,industrial
dark-gaze,Dark Gaze,Procedural Organic,6,"#03482eff, #079141ff, #0ada38ff, #3cf540ff, #9af885ff, #e0fcceff",procedural,organic
dark-pulse-2,Dark Pulse 2,Procedural Minimalist,6,"#452107ff, #8a440eff, #d06a15ff, #ec9445ff, #f3be8bff, #fae5d0ff",procedural,minimalist
dark-tide,Dark Tide,Procedural Minimalist,6,"#ecdedeff, #d1adaeff, #b57c7dff, #935254ff, #623638ff, #311b1cff",procedural,minimalist
deep-pressure,Deep Pressure,Abyssal Depths,6,"#031f48ff, #072591ff, #0b13daff, #563df4ff, #aa85f8ff, #e5cefcff",expressive,abyssal
desert-realm,Desert Realm,Procedural Abstract,6,"#1d014bff, #280296ff, #2104e1ff, #3836fbff, #818ffcff, #ccd8feff",procedural,abstract
desert-spectrum-2,Desert Spectrum 2,Procedural Industrial,6,"#321920ff, #65333aff, #974d4eff, #b97f78ff, #d3b4aaff, #ede3ddff",procedural,industrial
desert-whisper,Desert Whisper,Procedural Industrial,6,"#211e2eff, #3c3d5cff, #5b678aff, #8398aeff, #b2c5ccff, #e0eaeaff",procedural,industrial
digital-current,Digital Current,Procedural Sci-Fi,6,"#3a0547ff, #6b0a8eff, #920fd6ff, #a740f1ff, #c087f6ff, #e2cffbff",procedural,sci-fi
digital-logic,Digital Logic,Procedural Organic,6,"#1f301cff, #38603dff, #55906aff, #7eb39eff, #aecfcaff, #deeaecff",procedural,organic
digital-oasis,Digital Oasis,Procedural Natural,6,"#420a34ff, #7f1484ff, #911fc6ff, #8a4ee3ff, #9c90edff, #d2d8f8ff",procedural,natural
digital-spectrum-3,Digital Spectrum 3,Procedural Organic,6,"#0a4241ff, #146584ff, #1e66c6ff, #4e61e3ff, #a090edff, #e4d2f8ff",procedural,organic
dragon-scale,Dragon Scale,Mythic Legends,6,"#41320bff, #827716ff, #b6c322ff, #bbe051ff, #c4eb92ff, #e1f7d3ff",expressive,mythic
earthy-aura,Earthy Aura,Procedural Cosmic,6,"#dddbefff, #b4a5d9ff, #946fc2ff, #7b44a1ff, #5b2d6bff, #321635ff",procedural,cosmic
earthy-aura-2,Earthy Aura 2,Procedural Industrial,6,"#14381aff, #2c7028ff, #5aa93cff, #99c968ff, #cddda0ff, #f0f1d9ff",procedural,industrial
earthy-bloom,Earthy Bloom,Procedural Natural,6,"#193332ff, #325e66ff, #4b7e9aff, #7595bcff, #a9b4d5ff, #dcddeeff",procedural,natural
earthy-bloom-2,Earthy Bloom 2,Procedural Atmospheric,6,"#efdcdbff, #d9a7a5ff, #c26f6fff, #a14347ff, #6b2d32ff, #35161aff",procedural,atmospheric
earthy-canvas,Earthy Canvas,Procedural Natural,6,"#0c3f29ff, #197f60ff, #25bfa5ff, #54ddd8ff, #94e1e9ff, #d4eef6ff",procedural,natural
earthy-current,Earthy Current,Procedural Vintage,6,"#342a17ff, #694f2fff, #9e6f46ff, #c08f71ff, #d7b5a6ff, #efdfdbff",procedural,vintage
earthy-horizon,Earthy Horizon,Procedural Abstract,6,"#f6d4d8ff, #ea949cff, #dd545dff, #c0252bff, #801819ff, #400d0cff",procedural,abstract
